elapsed_sec,angle_deg,flex_raw_adc,current_mA
2.24,32.0,689.0,0.4
2.26,36.0,690.0,0.6
2.28,41.0,690.0,0.7
2.3,47.0,690.0,0.6
2.32,54.0,690.0,47.1
2.34,62.0,688.0,192.9
2.36,71.0,689.0,125.6
2.38,80.0,689.0,579.0
2.4,89.0,690.0,282.9
2.42,98.0,690.0,246.2
2.44,108.0,688.0,137.2
2.46,116.0,689.0,74.9
2.48,124.0,690.0,133.1
2.5,132.0,689.0,200.8
2.52,138.0,690.0,199.9
2.54,143.0,690.0,20.6
2.56,146.0,688.0,92.0
2.58,149.0,690.0,148.8
2.6,149.0,690.0,105.7
2.62,149.0,690.0,12.4
2.64,147.0,689.0,0.4
2.66,143.0,689.0,1.1
2.68,138.0,689.0,375.3
2.7,132.0,689.0,363.6
2.72,125.0,689.0,62.9
2.74,117.0,689.0,56.2
2.76,108.0,689.0,12.9
2.78,99.0,689.0,354.9
2.8,90.0,690.0,183.6
2.82,81.0,689.0,291.5
2.84,71.0,689.0,290.4
2.86,62.0,690.0,184.8
2.88,55.0,689.0,62.2
2.9,47.0,690.0,20.7
2.92,41.0,689.0,538.3
2.94,36.0,687.0,333.7
2.96,33.0,686.0,412.3
2.98,30.0,689.0,16.4
3.0,30.0,690.0,27.9
3.02,30.0,689.0,79.9
3.04,32.0,690.0,0.2
3.06,36.0,689.0,0.4
3.08,41.0,690.0,3.0
3.1,47.0,690.0,122.5
3.12,54.0,689.0,187.0
3.14,62.0,690.0,189.6
3.16,71.0,689.0,408.8
3.18,80.0,689.0,349.7
3.2,89.0,689.0,316.3
3.22,98.0,689.0,16.4
3.24,108.0,689.0,317.3
3.26,116.0,689.0,138.2
3.28,124.0,688.0,248.9
3.3,132.0,690.0,280.8
3.32,138.0,689.0,38.3
3.34,143.0,689.0,155.0
3.36,146.0,689.0,284.7
3.38,149.0,688.0,84.5
3.4,149.0,688.0,30.2
3.42,149.0,689.0,33.3
3.44,147.0,689.0,0.6
3.46,143.0,689.0,39.8
3.48,138.0,688.0,81.6
3.5,132.0,689.0,413.9
3.52,125.0,689.0,2.9
3.54,117.0,689.0,23.1
3.56,108.0,689.0,50.7
3.58,99.0,688.0,337.3
3.6,90.0,684.0,323.5
3.62,81.0,688.0,307.3
